G8_CORNERS degree=5 profile_size=17
TARGET 05055500 profile=28,487,2887,7041,11085,11872,11985,19416,23041,24249,24544,24963,29136,30395,36424,36459,39106
TARGET 05055505 profile=2116,5925,8647,9001,14401,14553,18201,19416,22770,22914,23048,23529,24964,25326,27090,32316,35762
TARGET 05055550 profile=29,1842,1900,6039,6045,6783,6923,12550,17893,25002,25179,25418,28802,30120,32130,33153,36371
TARGET 05055555 profile=24,722,2002,6033,12544,12848,19965,22770,23529,24964,26241,26352,29521,32280,33842,36430,38379
TARGET 05500000 profile=13,1843,1882,6993,8809,11027,12232,17994,19960,25002,25205,27312,32032,33193,35315,36690,40201
TARGET 05500005 profile=1843,5963,6780,7005,14407,14761,19170,19410,19960,24558,25203,25273,32051,32139,33841,35184,36474
TARGET 05500050 profile=205,480,2887,7192,11830,12232,14404,17676,19024,19630,24240,27276,29521,29746,30400,36675,40176
TARGET 05500055 profile=1813,5961,7680,7752,8793,12190,19072,19194,19269,20458,25203,29520,29737,33882,34872,35325,38232
TARGET 05500500 profile=1813,5996,5997,7232,12183,17243,17835,20131,23529,24489,25056,27241,28801,30247,35284,38898,39106
TARGET 05500505 profile=3,200,949,2116,5963,6994,7500,12153,17731,27226,28801,29154,32032,35136,38221,38640,39096
TARGET 05500550 profile=1,1882,6783,8793,14628,18642,18645,19072,19966,20524,23074,23736,25325,32352,33841,38640,39600
TARGET 05500555 profile=6923,8808,11001,12170,14400,14628,17730,18642,19170,23048,23073,25203,28842,33841,34560,38221,39114
TARGET 05505000 profile=5,1881,8809,8826,12165,14555,17737,17980,19030,20130,25201,25202,25207,33666,36675,39114,40206
TARGET 05505005 profile=3,180,937,8808,12070,12574,19194,19195,23040,26241,27244,32139,33840,36352,36371,39090,39096
TARGET 05505050 profile=1,725,7023,9008,11878,17994,18646,19264,19269,20564,23640,25205,25272,32130,36600,36636,40201
TARGET 05505055 profile=5963,6807,8640,9000,12852,17850,19270,19416,20458,24966,25202,29538,32049,33840,34186,35284,37624
